"rank","title","artist"
"1","After Hours","The Weeknd"
"2","The New Toronto 3","Tory Lanez"
"3","Eternal Atake","Lil Uzi Vert"
"4","My Turn","Lil Baby"
"5","YHLQMDLG","Bad Bunny"
"6","Hollywood's Bleeding","Post Malone"
"7","Please Excuse Me For Being Antisocial","Roddy Ricch"
"8","The New Abnormal","The Strokes"
"9","Pray 4 Love","Rod Wave"
"10","Future Nostalgia","Dua Lipa"
"11","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"12","Changes","Justin Bieber"
"13","Chilombo","Jhene Aiko"
"14","Frozen II","Soundtrack"
"15","TROLLS: World Tour","Soundtrack"
"16","Fine Line","Harry Styles"
"17","SOUTHSIDE","Sam Hunt"
"18","What You See Is What You Get","Luke Combs"
"19","Rare","Selena Gomez"
"20","Hot Pink","Doja Cat"
"21","Suga","Megan Thee Stallion"
"22","This One's For You","Luke Combs"
"23","Meet The Woo, V.2","Pop Smoke"
"24","If I Know Me","Morgan Wallen"
"25","Goodbye & Good Riddance","Juice WRLD"
"26","Over It","Summer Walker"
"27","beerbongs & bentleys","Post Malone"
"28","MAP OF THE SOUL : 7","BTS"
"29","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"30","Greatest Hits","Queen"
"31","Ghetto Gospel","Rod Wave"
"32","KIRK","DaBaby"
"33","Lover","Taylor Swift"
"34","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"35","Music To Be Murdered By","Eminem"
"36","Scorpion","Drake"
"37","Certified Hitmaker","Lil Mosey"
"38","Artist 2.0","A Boogie Wit da Hoodie"
"39","Manic","Halsey"
"40","Death Race For Love","Juice WRLD"
"41","Dont Smile At Me","Billie Eilish"
"42","PARTYMOBILE","PARTYNEXTDOOR"
"43","Diamonds","Elton John"
"44","AI YoungBoy 2","YoungBoy Never Broke Again"
"45","ADHD","Joyner Lucas"
"46","Fully Loaded: God's Country","Blake Shelton"
"47","ASTROWORLD","Travis Scott"
"48","Stoney","Post Malone"
"49","JACKBOYS","JACKBOYS"
"50","A Love Letter To You 4","Trippie Redd"
"51","Hamilton: An American Musical","Original Broadway Cast"
"52","So Much Fun","Young Thug"
"53","Heaven Or Hell","Don Toliver"
"54","Cuz I Love You","Lizzo"
"55","Romance","Camila Cabello"
"56","?","XXXTENTACION"
"57","Legend: The Best Of...","Bob Marley And The Wailers"
"58","Free Spirit","Khalid"
"59","Indigo","Chris Brown"
"60","1","The Beatles"
"61","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"62","Collection One","SAINt JHN"
"63","C A L M","5 Seconds Of Summer"
"64","Look Up Child","Lauren Daigle"
"65","÷ (Divide)","Ed Sheeran"
"66","Melly vs. Melvin","YNW Melly"
"67","Thank U, Next","Ariana Grande"
"68","American Teen","Khalid"
"69","Sweet Action","Jack Harlow"
"70","Traveller","Chris Stapleton"
"71","Rumours","Fleetwood Mac"
"72","Journey's Greatest Hits","Journey"
"73","Perfect Ten","Mustard"
"74","The Way It Feels","Maddie & Tae"
"75","PTSD","G Herbo"
"76","Luv Is Rage 2","Lil Uzi Vert"
"77","Moana","Soundtrack"
"78","Experiment","Kane Brown"
"79","The Greatest Showman","Soundtrack"
"80","True 2 Myself","Lil Tjay"
"81","The Kids Are Coming (EP)","Tones And I"
"82","No.6 Collaborations Project","Ed Sheeran"
"83","7 (EP)","Lil Nas X"
"84","The Essential Billy Joel","Billy Joel"
