"rank","title","artist"
"1","High Off Life","Future"
"2","The GOAT","Polo G"
"3","My Turn","Lil Baby"
"4","Dark Lane Demo Tapes","Drake"
"5","BLAME IT ON BABY","DaBaby"
"6","Eternal Atake","Lil Uzi Vert"
"7","After Hours","The Weeknd"
"8","Hollywood's Bleeding","Post Malone"
"9","Reunions","Jason Isbell And The 400 Unit"
"10","Good Intentions","NAV"
"11","YHLQMDLG","Bad Bunny"
"12","Fine Line","Harry Styles"
"13","It Was Good Until It Wasn't","Kehlani"
"14","Please Excuse Me For Being Antisocial","Roddy Ricch"
"15","Suga","Megan Thee Stallion"
"16","What You See Is What You Get","Luke Combs"
"17","Hot Pink","Doja Cat"
"18","Just Cause Y'all Waited 2","Lil Durk"
"19","Las Que No Iban A Salir","Bad Bunny"
"20","Time Served","Moneybagg Yo"
"21","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"22","Lover","Taylor Swift"
"23","Future Nostalgia","Dua Lipa"
"24","If I Know Me","Morgan Wallen"
"25","This One's For You","Luke Combs"
"26","Chilombo","Jhene Aiko"
"27","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"28","Pray 4 Love","Rod Wave"
"29","Changes","Justin Bieber"
"30","ASTROWORLD","Travis Scott"
"31","Goodbye & Good Riddance","Juice WRLD"
"32","beerbongs & bentleys","Post Malone"
"33","Frozen II","Soundtrack"
"34","Greatest Hits","Queen"
"35","Over It","Summer Walker"
"36","Meet The Woo, V.2","Pop Smoke"
"37","38 Baby 2","YoungBoy Never Broke Again"
"38","SOUTHSIDE","Sam Hunt"
"39","Death Race For Love","Juice WRLD"
"40","Scorpion","Drake"
"41","KIRK","DaBaby"
"42","Diamonds","Elton John"
"43","Stoney","Post Malone"
"44","Heaven Or Hell","Don Toliver"
"45","Manic","Halsey"
"46","Ghetto Gospel","Rod Wave"
"47","Legend: The Best Of...","Bob Marley And The Wailers"
"48","JACKBOYS","JACKBOYS"
"49","Fully Loaded: God's Country","Blake Shelton"
"50","MAP OF THE SOUL : 7","BTS"
"51","Dont Smile At Me","Billie Eilish"
"52","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"53","Certified Hitmaker","Lil Mosey"
"54","Music To Be Murdered By","Eminem"
"55","Cuz I Love You","Lizzo"
"56","So Much Fun","Young Thug"
"57","Slime & B","Chris Brown & Young Thug"
"58","Journey's Greatest Hits","Journey"
"59","The New Toronto 3","Tory Lanez"
"60","Hamilton: An American Musical","Original Broadway Cast"
"61","?","XXXTENTACION"
"62","AI YoungBoy 2","YoungBoy Never Broke Again"
"63","Free Spirit","Khalid"
"64","Collection One","SAINt JHN"
"65","Rumours","Fleetwood Mac"
"66","A Love Letter To You 4","Trippie Redd"
"67","Traveller","Chris Stapleton"
"68","Artist 2.0","A Boogie Wit da Hoodie"
"69","Thank U, Next","Ariana Grande"
"70","American Teen","Khalid"
"71","Moana","Soundtrack"
"72","÷ (Divide)","Ed Sheeran"
"73","Romance","Camila Cabello"
"74","GIRL","Maren Morris"
"75","1","The Beatles"
"76","Indigo","Chris Brown"
"77","Sweet Action","Jack Harlow"
"78","TROLLS: World Tour","Soundtrack"
"79","The Essential Billy Joel","Billy Joel"
"80","Like A House On Fire","Asking Alexandria"
"81","Greatest Hits","Tom Petty And The Heartbreakers"
"82","Take Your Power Back","Nahko And Medicine For The People"
"83","Here And Now","Kenny Chesney"
"84","Invasion Of Privacy","Cardi B"
"85","No.6 Collaborations Project","Ed Sheeran"
"86","Luv Is Rage 2","Lil Uzi Vert"
"87","Greatest Hits","2Pac"
"88","ADHD","Joyner Lucas"
"89","Look Up Child","Lauren Daigle"
"90","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"91","Appetite For Destruction","Guns N' Roses"
"92","The Greatest Showman","Soundtrack"
"93","Abbey Road","The Beatles"
"94","Greatest Hits","The Notorious B.I.G."
"95","Birds In The Trap Sing McKnight","Travis Scott"
"96","Cry Baby","Melanie Martinez"
"97","Center Point Road","Thomas Rhett"
"98","Perfect Ten","Mustard"
"99","One And Only","Sheff G"
"100","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"101","The Search","NF"
"102","Back In Black","AC/DC"
"103","Experiment","Kane Brown"
"104","7 (EP)","Lil Nas X"
"105","Where The Light Is","Surfaces"
"106","DAMN.","Kendrick Lamar"
"107","Dan + Shay","Dan + Shay"
"108","good kid, m.A.A.d city","Kendrick Lamar"
"109","Take Care","Drake"
"110","1989","Taylor Swift"
"111","How I'm Feeling Now","Charli XCX"
"112","All Time Greatest Hits","Lynyrd Skynyrd"
"113","Greatest Hits So Far...","Zac Brown Band"
"114","Shawn Mendes","Shawn Mendes"
"115","Hoodie SZN","A Boogie Wit da Hoodie"
"116","Views","Drake"
"117","Rare","Selena Gomez"
"118","True 2 Myself","Lil Tjay"
"119","Starboy","The Weeknd"
"120","Their Greatest Hits 1971-1975","Eagles"
"121","PARTYMOBILE","PARTYNEXTDOOR"
"122","Beauty Behind The Madness","The Weeknd"
"123","2014 Forest Hills Drive","J. Cole"
"124","The End Of Everything","Noah Cyrus"
"125","Sounds Of Summer: The Very Best Of The Beach Boys","The Beach Boys"
"126","Die A Legend","Polo G"
"127","The Kids Are Coming (EP)","Tones And I"
"128","Happiness Begins","Jonas Brothers"
"129","Kane Brown","Kane Brown"
"130","The Essential Michael Jackson","Michael Jackson"
"131","Old Dominion","Old Dominion"
"132","Melly vs. Melvin","YNW Melly"
"133","17","XXXTENTACION"
"134","Evolve","Imagine Dragons"
"135","Doo-Wops & Hooligans","Bruno Mars"
"136","Baby On Baby","DaBaby"
"137","Circles","Mac Miller"
"138","Frozen","Soundtrack"
"139","Greatest Hits","Bob Seger & The Silver Bullet Band"
"140","The Eminem Show","Eminem"
"141","X 100PRE","Bad Bunny"
"142","Greatest Hits","Red Hot Chili Peppers"
"143","Hot Rocks 1964-1971","The Rolling Stones"
"144","SHAKE THE SNOW GLOBE","Russ"
"145","Ctrl","SZA"
"146","IGOR","Tyler, The Creator"
"147","More Life","Drake"
"148","Thriller","Michael Jackson"
"149","Birds Of Prey: The Album","Soundtrack"
"150","kelsea","Kelsea Ballerini"
"151","~how i'm feeling~","Lauv"
"152","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"153","The Essential Elvis Presley","Elvis Presley"
"154","Victory Lap","Nipsey Hussle"
"155","DUMMY BOY","6ix9ine"
"156","Number One Hits","Tim McGraw"
"157","Blonde","Frank Ocean"
"158","We Love You Tecca","Lil Tecca"
"159","50 Number Ones","George Strait"
"160","Colores","J Balvin"
"161","Championships","Meek Mill"
"162","State Of Emergency","Lil Tjay"
"163","Blurryface","twenty one pilots"
"164","Homesick (EP)","Trevor Daniel"
"165","Metallica","Metallica"
"166","21","Adele"
"167","The Definitive Collection","Stevie Wonder"
"168","PTSD","G Herbo"
"169","H.E.R.","H.E.R."
"170","Beer's Better Cold (EP)","Travis Denning"
"171","Swimming","Mac Miller"
"172","Drip Harder","Lil Baby & Gunna"
"173","C A L M","5 Seconds Of Summer"
"174","Love Yourself: Answer","BTS"
"175","Greatest Hits: The Ultimate Collection","Bon Jovi"
"176","The Very Best Of Daryl Hall  John Oates","Daryl Hall John Oates"
"177","Reloaded: 20 #1 Hits","Blake Shelton"
"178","Man On The Moon: The End Of Day","Kid Cudi"
"179","Nevermind","Nirvana"
"180","A Decade Of Destruction","Five Finger Death Punch"
