"rank","title","artist"
"1","Wunna","Gunna"
"2","My Turn","Lil Baby"
"3","High Off Life","Future"
"4","Notes On A Conditional Form","The 1975"
"5","The GOAT","Polo G"
"6","Dark Lane Demo Tapes","Drake"
"7","BLAME IT ON BABY","DaBaby"
"8","After Hours","The Weeknd"
"9","Eternal Atake","Lil Uzi Vert"
"10","Hollywood's Bleeding","Post Malone"
"11","D-2","Agust D"
"12","YHLQMDLG","Bad Bunny"
"13","Please Excuse Me For Being Antisocial","Roddy Ricch"
"14","What You See Is What You Get","Luke Combs"
"15","Fine Line","Harry Styles"
"16","Suga","Megan Thee Stallion"
"17","Hot Pink","Doja Cat"
"18","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"19","If I Know Me","Morgan Wallen"
"20","This One's For You","Luke Combs"
"21","Just Cause Y'all Waited 2","Lil Durk"
"22","Future Nostalgia","Dua Lipa"
"23","It Was Good Until It Wasn't","Kehlani"
"24","Lover","Taylor Swift"
"25","Good Intentions","NAV"
"26","ASTROWORLD","Travis Scott"
"27","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"28","Time Served","Moneybagg Yo"
"29","Greatest Hits","Queen"
"30","Pray 4 Love","Rod Wave"
"31","Goodbye & Good Riddance","Juice WRLD"
"32","Chilombo","Jhene Aiko"
"33","Las Que No Iban A Salir","Bad Bunny"
"34","beerbongs & bentleys","Post Malone"
"35","Changes","Justin Bieber"
"36","Meet The Woo, V.2","Pop Smoke"
"37","Son Of A Gun","Key Glock"
"38","Over It","Summer Walker"
"39","Diamonds","Elton John"
"40","Frozen II","Soundtrack"
"41","SOUTHSIDE","Sam Hunt"
"42","Legend: The Best Of...","Bob Marley And The Wailers"
"43","Scorpion","Drake"
"44","Death Race For Love","Juice WRLD"
"45","38 Baby 2","YoungBoy Never Broke Again"
"46","Stoney","Post Malone"
"47","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"48","KIRK","DaBaby"
"49","Ghetto Gospel","Rod Wave"
"50","6-Pack (EP)","Florida Georgia Line"
"51","JACKBOYS","JACKBOYS"
"52","Heaven Or Hell","Don Toliver"
"53","Slime & B","Chris Brown & Young Thug"
"54","MAP OF THE SOUL : 7","BTS"
"55","Fully Loaded: God's Country","Blake Shelton"
"56","Dont Smile At Me","Billie Eilish"
"57","Manic","Halsey"
"58","SHAKE THE SNOW GLOBE","Russ"
"59","Certified Hitmaker","Lil Mosey"
"60","So Much Fun","Young Thug"
"61","Journey's Greatest Hits","Journey"
"62","Music To Be Murdered By","Eminem"
"63","Cuz I Love You","Lizzo"
"64","AI YoungBoy 2","YoungBoy Never Broke Again"
"65","Traveller","Chris Stapleton"
"66","Rumours","Fleetwood Mac"
"67","Free Spirit","Khalid"
"68","?","XXXTENTACION"
"69","Collection One","SAINt JHN"
"70","Thank U, Next","Ariana Grande"
"71","Moana","Soundtrack"
"72","A Love Letter To You 4","Trippie Redd"
"73","Artist 2.0","A Boogie Wit da Hoodie"
"74","American Teen","Khalid"
"75","Greatest Hits","Tom Petty And The Heartbreakers"
"76","÷ (Divide)","Ed Sheeran"
"77","Indigo","Chris Brown"
"78","Hamilton: An American Musical","Original Broadway Cast"
"79","Romance","Camila Cabello"
"80","1","The Beatles"
"81","The New Toronto 3","Tory Lanez"
"82","GIRL","Maren Morris"
"83","The Essential Billy Joel","Billy Joel"
"84","Sweet Action","Jack Harlow"
"85","Greatest Hits","2Pac"
"86","Invasion Of Privacy","Cardi B"
"87","Luv Is Rage 2","Lil Uzi Vert"
"88","Abbey Road","The Beatles"
"89","Center Point Road","Thomas Rhett"
"90","Greatest Hits So Far...","Zac Brown Band"
"91","Back In Black","AC/DC"
"92","Appetite For Destruction","Guns N' Roses"
"93","No.6 Collaborations Project","Ed Sheeran"
"94","Greatest Hits","The Notorious B.I.G."
"95","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"96","Birds In The Trap Sing McKnight","Travis Scott"
"97","good kid, m.A.A.d city","Kendrick Lamar"
"98","Perfect Ten","Mustard"
"99","All Time Greatest Hits","Lynyrd Skynyrd"
"100","TROLLS: World Tour","Soundtrack"
"101","The Search","NF"
"102","Take Care","Drake"
"103","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"104","The Greatest Showman","Soundtrack"
"105","7 (EP)","Lil Nas X"
"106","DAMN.","Kendrick Lamar"
"107","Sounds Of Summer: The Very Best Of The Beach Boys","The Beach Boys"
"108","Experiment","Kane Brown"
"109","Cry Baby","Melanie Martinez"
"110","Dan + Shay","Dan + Shay"
"111","Where The Light Is","Surfaces"
"112","Their Greatest Hits 1971-1975","Eagles"
"113","Views","Drake"
"114","35 Biggest Hits","Tim McGraw"
"115","Shawn Mendes","Shawn Mendes"
"116","ADHD","Joyner Lucas"
"117","Hoodie SZN","A Boogie Wit da Hoodie"
"118","Look Up Child","Lauren Daigle"
"119","Beauty Behind The Madness","The Weeknd"
"120","Here And Now","Kenny Chesney"
"121","Starboy","The Weeknd"
"122","1989","Taylor Swift"
"123","Old Dominion","Old Dominion"
"124","Jordan Davis (EP)","Jordan Davis"
"125","The Essential Michael Jackson","Michael Jackson"
"126","True 2 Myself","Lil Tjay"
"127","PARTYMOBILE","PARTYNEXTDOOR"
"128","2014 Forest Hills Drive","J. Cole"
"129","Kane Brown","Kane Brown"
"130","Evolve","Imagine Dragons"
"131","The Eminem Show","Eminem"
"132","Rare","Selena Gomez"
"133","The Kids Are Coming (EP)","Tones And I"
"134","Baby On Baby","DaBaby"
"135","17","XXXTENTACION"
"136","Circles","Mac Miller"
"137","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"138","Doo-Wops & Hooligans","Bruno Mars"
"139","Hot Rocks 1964-1971","The Rolling Stones"
"140","Greatest Hits","Red Hot Chili Peppers"
"141","Melly vs. Melvin","YNW Melly"
"142","Greatest Hits","Bob Seger & The Silver Bullet Band"
"143","PTSD","G Herbo"
"144","Die A Legend","Polo G"
"145","Man On The Moon: The End Of Day","Kid Cudi"
"146","X 100PRE","Bad Bunny"
"147","More Life","Drake"
"148","Happiness Begins","Jonas Brothers"
"149","Dissimulation","KSI"
"150","Thriller","Michael Jackson"
"151","Victory Lap","Nipsey Hussle"
"152","Ctrl","SZA"
"153","Championships","Meek Mill"
"154","50 Number Ones","George Strait"
"155","Drip Harder","Lil Baby & Gunna"
"156","Frozen","Soundtrack"
"157","Blurryface","twenty one pilots"
"158","The Essential Elvis Presley","Elvis Presley"
"159","Look Long","Indigo Girls"
"160","Perception","NF"
"161","The Very Best Of Daryl Hall  John Oates","Daryl Hall John Oates"
"162","Everything","Kota The Friend"
"163","Reloaded: 20 #1 Hits","Blake Shelton"
"164","Greatest Hits: The Ultimate Collection","Bon Jovi"
"165","Metallica","Metallica"
"166","We Love You Tecca","Lil Tecca"
"167","Blonde","Frank Ocean"
"168","1 Of 1","Sech"
"169","Colores","J Balvin"
"170","The Fame","Lady Gaga"
"171","The Definitive Collection","Stevie Wonder"
"172","Swimming","Mac Miller"
"173","Nicotine","Trevor Daniel"
"174","Sublime","Sublime"
"175","21","Adele"
"176","California Sunrise","Jon Pardi"
"177","kelsea","Kelsea Ballerini"
