"rank","title","artist"
"1","After Hours","The Weeknd"
"2","C A L M","5 Seconds Of Summer"
"3","Eternal Atake","Lil Uzi Vert"
"4","Future Nostalgia","Dua Lipa"
"5","Gigaton","Pearl Jam"
"6","My Turn","Lil Baby"
"7","YHLQMDLG","Bad Bunny"
"8","PARTYMOBILE","PARTYNEXTDOOR"
"9","Please Excuse Me For Being Antisocial","Roddy Ricch"
"10","ADHD","Joyner Lucas"
"11","Hollywood's Bleeding","Post Malone"
"12","Chilombo","Jhene Aiko"
"13","BEFORE LOVE CAME TO KILL US","Jessie Reyez"
"14","Changes","Justin Bieber"
"15","Frozen II","Soundtrack"
"16","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"17","Fine Line","Harry Styles"
"18","What You See Is What You Get","Luke Combs"
"19","Suga","Megan Thee Stallion"
"20","Hot Pink","Doja Cat"
"21","Meet The Woo, V.2","Pop Smoke"
"22","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"23","This One's For You","Luke Combs"
"24","Ghetto Gospel","Rod Wave"
"25","MAP OF THE SOUL : 7","BTS"
"26","Music To Be Murdered By","Eminem"
"27","Artist 2.0","A Boogie Wit da Hoodie"
"28","beerbongs & bentleys","Post Malone"
"29","Goodbye & Good Riddance","Juice WRLD"
"30","Over It","Summer Walker"
"31","KIRK","DaBaby"
"32","Lover","Taylor Swift"
"33","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"34","Mother","In This Moment"
"35","Manic","Halsey"
"36","If I Know Me","Morgan Wallen"
"37","Certified Hitmaker","Lil Mosey"
"38","16 Biggest Hits","Joe Diffie"
"39","Greatest Hits","Queen"
"40","A Love Letter To You 4","Trippie Redd"
"41","AI YoungBoy 2","YoungBoy Never Broke Again"
"42","Scorpion","Drake"
"43","JACKBOYS","JACKBOYS"
"44","Death Race For Love","Juice WRLD"
"45","Dont Smile At Me","Billie Eilish"
"46","Stoney","Post Malone"
"47","kelsea","Kelsea Ballerini"
"48","Heaven Or Hell","Don Toliver"
"49","Diamonds","Elton John"
"50","Cuz I Love You","Lizzo"
"51","Colores","J Balvin"
"52","So Much Fun","Young Thug"
"53","Romance","Camila Cabello"
"54","ASTROWORLD","Travis Scott"
"55","Melly vs. Melvin","YNW Melly"
"56","Fully Loaded: God's Country","Blake Shelton"
"57","?","XXXTENTACION"
"58","PTSD","G Herbo"
"59","3.15.20","Childish Gambino"
"60","Free Spirit","Khalid"
"61","Indigo","Chris Brown"
"62","The Kids Are Coming (EP)","Tones And I"
"63","Circles","Mac Miller"
"64","Legend: The Best Of...","Bob Marley And The Wailers"
"65","Experiment","Kane Brown"
"66","1","The Beatles"
"67","Thank U, Next","Ariana Grande"
"68","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"69","÷ (Divide)","Ed Sheeran"
"70","Young & Turnt, Vol. 2","42 Dugg"
"71","Sweet Action","Jack Harlow"
"72","No.6 Collaborations Project","Ed Sheeran"
"73","Hamilton: An American Musical","Original Broadway Cast"
"74","Perfect Ten","Mustard"
"75","American Teen","Khalid"
"76","7 (EP)","Lil Nas X"
"77","Collection One","SAINt JHN"
"78","Traveller","Chris Stapleton"
"79","Nicotine","Trevor Daniel"
"80","Time Served","Moneybagg Yo"
"81","Victory Lap","Nipsey Hussle"
"82","Luv Is Rage 2","Lil Uzi Vert"
"83","Kid Krow","Conan Gray"
"84","Rumours","Fleetwood Mac"
"85","Moana","Soundtrack"
"86","Journey's Greatest Hits","Journey"
"87","Heartbreak Weather","Niall Horan"
"88","True 2 Myself","Lil Tjay"
"89","The Greatest Showman","Soundtrack"
"90","Lady Like","Ingrid Andress"
"91","Shawn Mendes","Shawn Mendes"
"92","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"93","~how i'm feeling~","Lauv"
"94","Rare","Selena Gomez"
"95","The Essential Billy Joel","Billy Joel"
"96","Invasion Of Privacy","Cardi B"
"97","Starboy","The Weeknd"
"98","Frozen","Soundtrack"
"99","The Search","NF"
"100","UNLOCKED","Denzel Curry X Kenny Beats"
"101","Beauty Behind The Madness","The Weeknd"
"102","Look Up Child","Lauren Daigle"
"103","Greatest Hits","2Pac"
"104","Dan + Shay","Dan + Shay"
"105","Baby On Baby","DaBaby"
"106","Hoodie SZN","A Boogie Wit da Hoodie"
"107","Chixtape 5","Tory Lanez"
"108","Greatest Hits","Tom Petty And The Heartbreakers"
"109","Abbey Road","The Beatles"
"110","GIRL","Maren Morris"
"111","17","XXXTENTACION"
"112","Funeral","Lil Wayne"
"113","Take Care","Drake"
"114","Old Dominion","Old Dominion"
"115","Twenty/20 Pyrex Vision","Jeezy"
"116","DAMN.","Kendrick Lamar"
"117","Center Point Road","Thomas Rhett"
"118","Ordinary Man","Ozzy Osbourne"
"119","Views","Drake"
"120","Greatest Hits","Guns N' Roses"
"121","We Love You Tecca","Lil Tecca"
"122","Back In Black","AC/DC"
"123","Where The Light Is","Surfaces"
"124","Evolve","Imagine Dragons"
"125","Kane Brown","Kane Brown"
"126","Die A Legend","Polo G"
"127","Greatest Hits","The Notorious B.I.G."
"128","I'm Him","Kevin Gates"
"129","Five Man London Jam","Tesla"
"130","Birds Of Prey: The Album","Soundtrack"
"131","1989","Taylor Swift"
"132","Happiness Begins","Jonas Brothers"
"133","All Time Greatest Hits","Lynyrd Skynyrd"
"134","Home State","Jordan Davis"
"135","2014 Forest Hills Drive","J. Cole"
"136","Their Greatest Hits 1971-1975","Eagles"
"137","The Essential Michael Jackson","Michael Jackson"
"138","The Eminem Show","Eminem"
"139","X 100PRE","Bad Bunny"
"140","Saint Cloud","Waxahatchee"
"141","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"142","The Best Of Kenny Rogers: Through The Years","Kenny Rogers"
"143","Championships","Meek Mill"
"144","More Life","Drake"
"145","ZOMBIES 2","Soundtrack"
"146","Doo-Wops & Hooligans","Bruno Mars"
"147","Quality Control: Control The Streets, Volume 2","Various Artists"
"148","Drip Harder","Lil Baby & Gunna"
"149","Greatest Hits So Far...","Zac Brown Band"
"150","Local Honey","Brian Fallon"
"151","Pandemic","Comethazine"
"152","good kid, m.A.A.d city","Kendrick Lamar"
"153","Ticket To L.A.","Brett Young"
"154","Hot Rocks 1964-1971","The Rolling Stones"
"155","NCT #127: Neo Zone, The 2nd Album","NCT 127"
"156","State Of Emergency","Money Man"
"157","BOSS MAN","Rich The Kid"
"158","Birds In The Trap Sing McKnight","Travis Scott"
"159","H.E.R.","H.E.R."
"160","Greatest Hits","Red Hot Chili Peppers"
"161","Perception","NF"
"162","Blonde","Frank Ocean"
"163","Number One Hits","Tim McGraw"
"164","Dropped Outta College","24kGoldn"
"165","Stella & Steve (EP)","BENEE"
"166","The Essential Elvis Presley","Elvis Presley"
"167","50 Number Ones","George Strait"
"168","Greatest Hits","Bob Seger & The Silver Bullet Band"
"169","Ella Mai","Ella Mai"
"170","In The Lonely Hour","Sam Smith"
"171","Cosmic","Bazzi"
"172","SHAKE THE SNOW GLOBE","Russ"
"173","Sounds Of Summer: The Very Best Of The Beach Boys","The Beach Boys"
"174","Golden Hour","Kacey Musgraves"
"175","Ctrl","SZA"
"176","Thriller","Michael Jackson"
"177","9","Jason Aldean"
"178","The Very Best Of Daryl Hall  John Oates","Daryl Hall John Oates"
"179","Reloaded: 20 #1 Hits","Blake Shelton"
"180","A Decade Of Destruction","Five Finger Death Punch"
"181","Until Death Call My Name","YoungBoy Never Broke Again"
"182","IGOR","Tyler, The Creator"
"183","ANTI","Rihanna"
"184","Rearview Town","Jason Aldean"
"185","Life's A Trip","Trippie Redd"
"186","California Sunrise","Jon Pardi"
"187","Ultimate Sinatra","Frank Sinatra"
"188","Nevermind","Nirvana"
"189","Blurryface","twenty one pilots"
"190","American Standard","James Taylor"
"191","21","Adele"
"192","Nothing Was The Same","Drake"
"193","Night Visions","Imagine Dragons"
"194","Swimming","Mac Miller"
"195","Greetings From... Jake Owen","Jake Owen"
"196","x","Ed Sheeran"
"197","Dua Lipa","Dua Lipa"
"198","T R A P S O U L","Bryson Tiller"
"199","Love Yourself: Answer","BTS"
"200","Feed Tha Streets II","Roddy Ricch"
