"rank","title","artist"
"1","Please Excuse Me For Being Antisocial","Roddy Ricch"
"2","Music To Be Murdered By","Eminem"
"3","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"4","Manic","Halsey"
"5","Hollywood's Bleeding","Post Malone"
"6","Circles","Mac Miller"
"7","KIRK","DaBaby"
"8","Fine Line","Harry Styles"
"9","Time Served","Moneybagg Yo"
"10","JACKBOYS","JACKBOYS"
"11","Cuz I Love You","Lizzo"
"12","Frozen II","Soundtrack"
"13","So Much Fun","Young Thug"
"14","Over It","Summer Walker"
"15","Rare","Selena Gomez"
"16","Ghetto Gospel","Rod Wave"
"17","AI YoungBoy 2","YoungBoy Never Broke Again"
"18","Romance","Camila Cabello"
"19","What You See Is What You Get","Luke Combs"
"20","Goodbye & Good Riddance","Juice WRLD"
"21","A Love Letter To You 4","Trippie Redd"
"22","Dont Smile At Me","Billie Eilish"
"23","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"24","Lover","Taylor Swift"
"25","Fully Loaded: God's Country","Blake Shelton"
"26","Death Race For Love","Juice WRLD"
"27","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"28","beerbongs & bentleys","Post Malone"
"29","Aurora","Breaking Benjamin"
"30","No.6 Collaborations Project","Ed Sheeran"
"31","Scorpion","Drake"
"32","7 (EP)","Lil Nas X"
"33","Perfect Ten","Mustard"
"34","Melly vs. Melvin","YNW Melly"
"35","ASTROWORLD","Travis Scott"
"36","This One's For You","Luke Combs"
"37","Hot Pink","Doja Cat"
"38","Indigo","Chris Brown"
"39","Greatest Hits","Queen"
"40","The Kids Are Coming (EP)","Tones And I"
"41","Thank U, Next","Ariana Grande"
"42","Stoney","Post Malone"
"43","Free Spirit","Khalid"
"44","?","XXXTENTACION"
"45","True 2 Myself","Lil Tjay"
"46","We Love You Tecca","Lil Tecca"
"47","Diamonds","Elton John"
"48","Baby On Baby","DaBaby"
"49","Hamilton: An American Musical","Original Broadway Cast"
"50","If I Know Me","Morgan Wallen"
"51","÷ (Divide)","Ed Sheeran"
"52","The Search","NF"
"53","Shawn Mendes","Shawn Mendes"
"54","Happiness Begins","Jonas Brothers"
"55","Easy Money Baby","Myke Towers"
"56","Dan + Shay","Dan + Shay"
"57","IGOR","Tyler, The Creator"
"58","Hoodie SZN","A Boogie Wit da Hoodie"
"59","Grammy 2020 Nominees","Various Artists"
"60","The Album, Part I","Chase Rice"
"61","Quality Control: Control The Streets, Volume 2","Various Artists"
"62","American Teen","Khalid"
"63","Luv Is Rage 2","Lil Uzi Vert"
"64","NOW 73","Various Artists"
"65","Homesick (EP)","Trevor Daniel"
"66","DAMN.","Kendrick Lamar"
"67","Championships","Meek Mill"
"68","Invasion Of Privacy","Cardi B"
"69","I'm Him","Kevin Gates"
"70","Experiment","Kane Brown"
"71","Die A Legend","Polo G"
"72","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"73","GIRL","Maren Morris"
"74","Curtain Call: The Hits=","Eminem"
"75","Swimming","Mac Miller"
"76","Frozen","Soundtrack"
"77","Look Up Child","Lauren Daigle"
"78","Journey's Greatest Hits","Journey"
"79","Take Care","Drake"
"80","Traveller","Chris Stapleton"
"81","High School Musical: The Musical, The Series","Soundtrack"
"82","X 100PRE","Bad Bunny"
"83","1","The Beatles"
"84","RICH YOUNGIN","Stunna 4 Vegas"
"85","2014 Forest Hills Drive","J. Cole"
"86","Chixtape 5","Tory Lanez"
"87","The Greatest Showman","Soundtrack"
"88","17","XXXTENTACION"
"89","Moana","Soundtrack"
"90","Starboy","The Weeknd"
"91","Drip Harder","Lil Baby & Gunna"
"92","Legend: The Best Of...","Bob Marley And The Wailers"
"93","Greatest Hits","2Pac"
"94","The Essential Billy Joel","Billy Joel"
"95","Views","Drake"
"96","Victory Lap","Nipsey Hussle"
"97","Abbey Road","The Beatles"
"98","Tullahoma","Dustin Lynch"
"99","Beauty Behind The Madness","The Weeknd"
"100","Hotspot","Pet Shop Boys"
"101","Old Dominion","Old Dominion"
"102","Rumours","Fleetwood Mac"
"103","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"104","Feed Tha Streets II","Roddy Ricch"
"105","9","Jason Aldean"
"106","GINGER","BrockHampton"
"107","Evolve","Imagine Dragons"
"108","good kid, m.A.A.d city","Kendrick Lamar"
"109","H.E.R.","H.E.R."
"110","Bad Boys For Life: The Soundtrack","Soundtrack"
"111","Greatest Hits","Tom Petty And The Heartbreakers"
"112","More Life","Drake"
"113","Norman Fucking Rockwell!","Lana Del Rey"
"114","I Am > I Was","21 Savage"
"115","Perception","NF"
"116","Center Point Road","Thomas Rhett"
"117","Back In Black","AC/DC"
"118","Birds In The Trap Sing McKnight","Travis Scott"
"119","Greatest Hits","The Notorious B.I.G."
"120","QPac","Quando Rondo"
"121","Greatest Hits","Guns N' Roses"
"122","Life's A Trip","Trippie Redd"
"123","Harder Than Ever","Lil Baby"
"124","Ella Mai","Ella Mai"
"125","1989","Taylor Swift"
"126","Nightfall","Little Big Town"
"127","Kane Brown","Kane Brown"
"128","JESUS IS KING (Soundtrack)","Kanye West"
"129","The Essential Michael Jackson","Michael Jackson"
"130","Ctrl","SZA"
"131","Wow... That's Crazy","Wale"
"132","Fever","Megan Thee Stallion"
"133","T R A P S O U L","Bryson Tiller"
"134","World War Joy","The Chainsmokers"
"135","Sweetener","Ariana Grande"
"136","Cottonwood","NLE Choppa"
"137","Blonde","Frank Ocean"
"138","Until Death Call My Name","YoungBoy Never Broke Again"
"139","Pray For The Wicked","Panic! At The Disco"
"140","Tha Carter V","Lil Wayne"
"141","Die Lit","Playboi Carti"
"142","A Decade Of Destruction","Five Finger Death Punch"
"143","I Am You","YNW Melly"
"144","x","Ed Sheeran"
"145","Doo-Wops & Hooligans","Bruno Mars"
"146","Nothing Was The Same","Drake"
"147","Their Greatest Hits 1971-1975","Eagles"
"148","Kamikaze","Eminem"
"149","Cosmic","Bazzi"
"150","21","Adele"
"151","Blurryface","twenty one pilots"
"152","The Essential Elvis Presley","Elvis Presley"
"153","In The Lonely Hour","Sam Smith"
"154","ANTI","Rihanna"
"155","Greatest Hits","Bob Seger & The Silver Bullet Band"
"156","Flower Boy","Tyler, The Creator"
"157","Love Yourself: Answer","BTS"
"158","Dying To Live","Kodak Black"
"159","Nevermind","Nirvana"
"160","Certified Hitmaker","Lil Mosey"
"161","Thriller","Michael Jackson"
"162","Ultimate Sinatra","Frank Sinatra"
"163","Metallica","Metallica"
"164","III","The Lumineers"
"165","Culture II","Migos"
"166","Ocean","Lady Antebellum"
"167","Tha Carter III","Lil Wayne"
"168","Drip Or Drown 2","Gunna"
"169","Citizen Of Heaven","Tauren Wells"
"170","Night Visions","Imagine Dragons"
"171","BALLADS 1","Joji"
"172","Oasis","J Balvin & Bad Bunny"
"173","The Very Best Of Daryl Hall  John Oates","Daryl Hall John Oates"
"174","Born To Die","Lana Del Rey"
"175","Greatest Hits: The Ultimate Collection","Bon Jovi"
"176","reputation","Taylor Swift"
"177","hopeless fountain kingdom","Halsey"
"178","Summertime Shootout 3: Coldest Summer Ever","Fabolous"
