"rank","title","artist"
"1","My Turn","Lil Baby"
"2","Chromatica","Lady Gaga"
"3","BLAME IT ON BABY","DaBaby"
"4","Hollywood's Bleeding","Post Malone"
"5","Dark Lane Demo Tapes","Drake"
"6","High Off Life","Future"
"7","Wunna","Gunna"
"8","Eternal Atake","Lil Uzi Vert"
"9","The GOAT","Polo G"
"10","After Hours","The Weeknd"
"11","Fine Line","Harry Styles"
"12","YHLQMDLG","Bad Bunny"
"13","Please Excuse Me For Being Antisocial","Roddy Ricch"
"14","NCT #127: Neo Zone, The 2nd Album","NCT 127"
"15","What You See Is What You Get","Luke Combs"
"16","Ungodly Hour","Chloe X Halle"
"17","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"18","Suga","Megan Thee Stallion"
"19","This One's For You","Luke Combs"
"20","If I Know Me","Morgan Wallen"
"21","Meet The Woo, V.2","Pop Smoke"
"22","Goodbye & Good Riddance","Juice WRLD"
"23","Future Nostalgia","Dua Lipa"
"24","Greatest Hits","Queen"
"25","beerbongs & bentleys","Post Malone"
"26","ASTROWORLD","Travis Scott"
"27","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"28","Emmanuel","Anuel AA"
"29","Hot Pink","Doja Cat"
"30","Pray 4 Love","Rod Wave"
"31","Chilombo","Jhene Aiko"
"32","Over It","Summer Walker"
"33","Changes","Justin Bieber"
"34","SOUTHSIDE","Sam Hunt"
"35","Legend: The Best Of...","Bob Marley And The Wailers"
"36","Time Served","Moneybagg Yo"
"37","Lover","Taylor Swift"
"38","Diamonds","Elton John"
"39","Death Race For Love","Juice WRLD"
"40","Scorpion","Drake"
"41","Just Cause Y'all Waited 2","Lil Durk"
"42","Stoney","Post Malone"
"43","Frozen II","Soundtrack"
"44","MAP OF THE SOUL : 7","BTS"
"45","I'm Gone","iann dior"
"46","KIRK","DaBaby"
"47","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"48","It Was Good Until It Wasn't","Kehlani"
"49","GIRL","Maren Morris"
"50","Collection One","SAINt JHN"
"51","Golden Hour","Kygo"
"52","JACKBOYS","JACKBOYS"
"53","Greatest Hits","2Pac"
"54","PTSD","G Herbo"
"55","Ghetto Gospel","Rod Wave"
"56","Certified Hitmaker","Lil Mosey"
"57","Good Intentions","NAV"
"58","So Much Fun","Young Thug"
"59","Dont Smile At Me","Billie Eilish"
"60","Cuz I Love You","Lizzo"
"61","?","XXXTENTACION"
"62","Journey's Greatest Hits","Journey"
"63","Heaven Or Hell","Don Toliver"
"64","Manic","Halsey"
"65","Traveller","Chris Stapleton"
"66","American Teen","Khalid"
"67","Free Spirit","Khalid"
"68","AI YoungBoy 2","YoungBoy Never Broke Again"
"69","Fully Loaded: God's Country","Blake Shelton"
"70","Rumours","Fleetwood Mac"
"71","Las Que No Iban A Salir","Bad Bunny"
"72","Sweet Action","Jack Harlow"
"73","38 Baby 2","YoungBoy Never Broke Again"
"74","Music To Be Murdered By","Eminem"
"75","Thank U, Next","Ariana Grande"
"76","Indigo","Chris Brown"
"77","÷ (Divide)","Ed Sheeran"
"78","1","The Beatles"
"79","Slime & B","Chris Brown & Young Thug"
"80","Artist 2.0","A Boogie Wit da Hoodie"
"81","Greatest Hits","Tom Petty And The Heartbreakers"
"82","Moana","Soundtrack"
"83","A Love Letter To You 4","Trippie Redd"
"84","RTJ4","Run The Jewels"
"85","Hamilton: An American Musical","Original Broadway Cast"
"86","Romance","Camila Cabello"
"87","Pick Me Up Off The Floor","Norah Jones"
"88","Luv Is Rage 2","Lil Uzi Vert"
"89","Chapter I: Snake Oil","Diplo Presents Thomas Wesley"
"90","DAMN.","Kendrick Lamar"
"91","Lil Boat 3","Lil Yachty"
"92","Invasion Of Privacy","Cardi B"
"93","Sounds Of Summer: The Very Best Of The Beach Boys","The Beach Boys"
"94","good kid, m.A.A.d city","Kendrick Lamar"
"95","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"96","Abbey Road","The Beatles"
"97","2014 Forest Hills Drive","J. Cole"
"98","Sleepy Hallow Presents: Sleepy","Sleepy Hallow"
"99","Take Care","Drake"
"100","Back In Black","AC/DC"
"101","Circles","Mac Miller"
"102","No.6 Collaborations Project","Ed Sheeran"
"103","Greatest Hits So Far...","Zac Brown Band"
"104","Where The Light Is","Surfaces"
"105","The Search","NF"
"106","Perfect Ten","Mustard"
"107","Birds In The Trap Sing McKnight","Travis Scott"
"108","Greatest Hits","The Notorious B.I.G."
"109","Appetite For Destruction","Guns N' Roses"
"110","The New Toronto 3","Tory Lanez"
"111","Views","Drake"
"112","The Greatest Showman","Soundtrack"
"113","All Time Greatest Hits","Lynyrd Skynyrd"
"114","7 (EP)","Lil Nas X"
"115","Hoodie SZN","A Boogie Wit da Hoodie"
"116","Dan + Shay","Dan + Shay"
"117","Love Yourself: Answer","BTS"
"118","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"119","Experiment","Kane Brown"
"120","Beauty Behind The Madness","The Weeknd"
"121","Shawn Mendes","Shawn Mendes"
"122","Starboy","The Weeknd"
"123","Their Greatest Hits 1971-1975","Eagles"
"124","35 Biggest Hits","Tim McGraw"
"125","Here And Now","Kenny Chesney"
"126","17","XXXTENTACION"
"127","Graves Into Gardens","Elevation Worship"
"128","The Essential Michael Jackson","Michael Jackson"
"129","Wildcard","Miranda Lambert"
"130","Drip Harder","Lil Baby & Gunna"
"131","Cry Baby","Melanie Martinez"
"132","1989","Taylor Swift"
"133","Look Up Child","Lauren Daigle"
"134","Thriller","Michael Jackson"
"135","Evolve","Imagine Dragons"
"136","Ctrl","SZA"
"137","Poems Of The Past (EP)","Powfu"
"138","True 2 Myself","Lil Tjay"
"139","More Life","Drake"
"140","Center Point Road","Thomas Rhett"
"141","Die A Legend","Polo G"
"142","The Eminem Show","Eminem"
"143","Kane Brown","Kane Brown"
"144","Baby On Baby","DaBaby"
"145","Greatest Hits","Red Hot Chili Peppers"
"146","Man On The Moon: The End Of Day","Kid Cudi"
"147","Old Dominion","Old Dominion"
"148","Hot Rocks 1964-1971","The Rolling Stones"
"149","X 100PRE","Bad Bunny"
"150","Championships","Meek Mill"
"151","Victory Lap","Nipsey Hussle"
"152","The Essential Billy Joel","Billy Joel"
"153","Doo-Wops & Hooligans","Bruno Mars"
"154","Funeral","Lil Wayne"
"155","Baby23","JayDaYoungan"
"156","Greatest Hits","Bob Seger & The Silver Bullet Band"
"157","PARTYMOBILE","PARTYNEXTDOOR"
