"rank","title","artist"
"1","My Turn","Lil Baby"
"2","Chromatica","Lady Gaga"
"3","Wunna","Gunna"
"4","High Off Life","Future"
"5","Dark Lane Demo Tapes","Drake"
"6","BLAME IT ON BABY","DaBaby"
"7","The GOAT","Polo G"
"8","Hollywood's Bleeding","Post Malone"
"9","Eternal Atake","Lil Uzi Vert"
"10","After Hours","The Weeknd"
"11","YHLQMDLG","Bad Bunny"
"12","RTJ4","Run The Jewels"
"13","Please Excuse Me For Being Antisocial","Roddy Ricch"
"14","Fine Line","Harry Styles"
"15","What You See Is What You Get","Luke Combs"
"16","Suga","Megan Thee Stallion"
"17","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"18","If I Know Me","Morgan Wallen"
"19","Emmanuel","Anuel AA"
"20","This One's For You","Luke Combs"
"21","Future Nostalgia","Dua Lipa"
"22","Goodbye & Good Riddance","Juice WRLD"
"23","Hot Pink","Doja Cat"
"24","ASTROWORLD","Travis Scott"
"25","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"26","Meet The Woo, V.2","Pop Smoke"
"27","beerbongs & bentleys","Post Malone"
"28","Greatest Hits","Queen"
"29","Pray 4 Love","Rod Wave"
"30","Chilombo","Jhene Aiko"
"31","Over It","Summer Walker"
"32","Time Served","Moneybagg Yo"
"33","Diamonds","Elton John"
"34","Just Cause Y'all Waited 2","Lil Durk"
"35","Changes","Justin Bieber"
"36","Lover","Taylor Swift"
"37","Legend: The Best Of...","Bob Marley And The Wailers"
"38","SOUTHSIDE","Sam Hunt"
"39","PTSD","G Herbo"
"40","Death Race For Love","Juice WRLD"
"41","Golden Hour","Kygo"
"42","Scorpion","Drake"
"43","Frozen II","Soundtrack"
"44","It Was Good Until It Wasn't","Kehlani"
"45","Stoney","Post Malone"
"46","Baby23","JayDaYoungan"
"47","Good Intentions","NAV"
"48","Sleepy Hallow Presents: Sleepy","Sleepy Hallow"
"49","KIRK","DaBaby"
"50","JACKBOYS","JACKBOYS"
"51","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"52","Ghetto Gospel","Rod Wave"
"53","Collection One","SAINt JHN"
"54","Lil Boat 3","Lil Yachty"
"55","Greatest Hits","2Pac"
"56","So Much Fun","Young Thug"
"57","Dont Smile At Me","Billie Eilish"
"58","Certified Hitmaker","Lil Mosey"
"59","Las Que No Iban A Salir","Bad Bunny"
"60","Heaven Or Hell","Don Toliver"
"61","38 Baby 2","YoungBoy Never Broke Again"
"62","Cuz I Love You","Lizzo"
"63","Manic","Halsey"
"64","MAP OF THE SOUL : 7","BTS"
"65","?","XXXTENTACION"
"66","AI YoungBoy 2","YoungBoy Never Broke Again"
"67","Journey's Greatest Hits","Journey"
"68","Free Spirit","Khalid"
"69","Fully Loaded: God's Country","Blake Shelton"
"70","Chapter I: Snake Oil","Diplo Presents Thomas Wesley"
"71","Music To Be Murdered By","Eminem"
"72","Traveller","Chris Stapleton"
"73","American Teen","Khalid"
"74","A Love Letter To You 4","Trippie Redd"
"75","Rumours","Fleetwood Mac"
"76","Slime & B","Chris Brown & Young Thug"
"77","Romance","Camila Cabello"
"78","Thank U, Next","Ariana Grande"
"79","Indigo","Chris Brown"
"80","÷ (Divide)","Ed Sheeran"
"81","Artist 2.0","A Boogie Wit da Hoodie"
"82","Moana","Soundtrack"
"83","Sweet Action","Jack Harlow"
"84","1","The Beatles"
"85","Hamilton: An American Musical","Original Broadway Cast"
"86","DAMN.","Kendrick Lamar"
"87","GIRL","Maren Morris"
"88","Luv Is Rage 2","Lil Uzi Vert"
"89","Greatest Hits","Tom Petty And The Heartbreakers"
"90","good kid, m.A.A.d city","Kendrick Lamar"
"91","Invasion Of Privacy","Cardi B"
"92","Circles","Mac Miller"
"93","Sounds Of Summer: The Very Best Of The Beach Boys","The Beach Boys"
"94","The Search","NF"
"95","No.6 Collaborations Project","Ed Sheeran"
"96","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"97","Back In Black","AC/DC"
"98","Abbey Road","The Beatles"
"99","The New Toronto 3","Tory Lanez"
"100","Take Care","Drake"
"101","Perfect Ten","Mustard"
"102","Birds In The Trap Sing McKnight","Travis Scott"
"103","Greatest Hits","The Notorious B.I.G."
"104","Greatest Hits So Far...","Zac Brown Band"
"105","Where The Light Is","Surfaces"
"106","Views","Drake"
"107","Appetite For Destruction","Guns N' Roses"
"108","Experiment","Kane Brown"
"109","2014 Forest Hills Drive","J. Cole"
"110","The Greatest Showman","Soundtrack"
"111","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"112","7 (EP)","Lil Nas X"
"113","Center Point Road","Thomas Rhett"
"114","Dan + Shay","Dan + Shay"
"115","All Time Greatest Hits","Lynyrd Skynyrd"
"116","Hoodie SZN","A Boogie Wit da Hoodie"
"117","Shawn Mendes","Shawn Mendes"
"118","Funeral","Lil Wayne"
"119","Starboy","The Weeknd"
"120","Beauty Behind The Madness","The Weeknd"
"121","The Essential Michael Jackson","Michael Jackson"
"122","Their Greatest Hits 1971-1975","Eagles"
"123","Here And Now","Kenny Chesney"
"124","35 Biggest Hits","Tim McGraw"
"125","Cry Baby","Melanie Martinez"
"126","True 2 Myself","Lil Tjay"
"127","Championships","Meek Mill"
"128","Look Up Child","Lauren Daigle"
"129","1989","Taylor Swift"
"130","17","XXXTENTACION"
"131","Kane Brown","Kane Brown"
"132","Evolve","Imagine Dragons"
"133","The Eminem Show","Eminem"
"134","Poems Of The Past (EP)","Powfu"
"135","Die A Legend","Polo G"
"136","Ctrl","SZA"
"137","More Life","Drake"
"138","PARTYMOBILE","PARTYNEXTDOOR"
"139","Baby On Baby","DaBaby"
"140","Victory Lap","Nipsey Hussle"
"141","The Ghost Inside","The Ghost Inside"
"142","TROLLS: World Tour","Soundtrack"
"143","X 100PRE","Bad Bunny"
"144","Old Dominion","Old Dominion"
"145","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"146","Doo-Wops & Hooligans","Bruno Mars"
"147","The Kids Are Coming (EP)","Tones And I"
"148","The Essential Billy Joel","Billy Joel"
"149","Greatest Hits","Red Hot Chili Peppers"
"150","Greatest Hits","Bob Seger & The Silver Bullet Band"
"151","Drip Harder","Lil Baby & Gunna"
"152","Thriller","Michael Jackson"
"153","Hot Rocks 1964-1971","The Rolling Stones"
"154","ADHD","Joyner Lucas"
"155","Quality Control: Control The Streets, Volume 2","Various Artists"
"156","Melly vs. Melvin","YNW Melly"
