"rank","title","artist"
"1","BLAME IT ON BABY","DaBaby"
"2","After Hours","The Weeknd"
"3","Eternal Atake","Lil Uzi Vert"
"4","Fetch The Bolt Cutters","Fiona Apple"
"5","My Turn","Lil Baby"
"6","Hollywood's Bleeding","Post Malone"
"7","YHLQMDLG","Bad Bunny"
"8","Please Excuse Me For Being Antisocial","Roddy Ricch"
"9","Pray 4 Love","Rod Wave"
"10","The New Toronto 3","Tory Lanez"
"11","Future Nostalgia","Dua Lipa"
"12","Chilombo","Jhene Aiko"
"13","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"14","What You See Is What You Get","Luke Combs"
"15","Fine Line","Harry Styles"
"16","Changes","Justin Bieber"
"17","Frozen II","Soundtrack"
"18","If I Know Me","Morgan Wallen"
"19","Hot Pink","Doja Cat"
"20","This One's For You","Luke Combs"
"21","Suga","Megan Thee Stallion"
"22","SOUTHSIDE","Sam Hunt"
"23","A Muse In Her Feelings","dvsn"
"24","beerbongs & bentleys","Post Malone"
"25","Over It","Summer Walker"
"26","Lover","Taylor Swift"
"27","Meet The Woo, V.2","Pop Smoke"
"28","Goodbye & Good Riddance","Juice WRLD"
"29","TROLLS: World Tour","Soundtrack"
"30","ASTROWORLD","Travis Scott"
"31","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"32","Greatest Hits","Queen"
"33","MAP OF THE SOUL : 7","BTS"
"34","KIRK","DaBaby"
"35","Ghetto Gospel","Rod Wave"
"36","Scorpion","Drake"
"37","Manic","Halsey"
"38","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"39","Music To Be Murdered By","Eminem"
"40","Certified Hitmaker","Lil Mosey"
"41","Death Race For Love","Juice WRLD"
"42","Heaven Or Hell","Don Toliver"
"43","Dont Smile At Me","Billie Eilish"
"44","Diamonds","Elton John"
"45","Fully Loaded: God's Country","Blake Shelton"
"46","Artist 2.0","A Boogie Wit da Hoodie"
"47","JACKBOYS","JACKBOYS"
"48","The Saga Of Wiz Khalifa","Wiz Khalifa"
"49","AI YoungBoy 2","YoungBoy Never Broke Again"
"50","Stoney","Post Malone"
"51","A Love Letter To You 4","Trippie Redd"
"52","Rare","Selena Gomez"
"53","Cuz I Love You","Lizzo"
"54","So Much Fun","Young Thug"
"55","Legend: The Best Of...","Bob Marley And The Wailers"
"56","Romance","Camila Cabello"
"57","Love Is Not Dying","Jeremy Zucker"
"58","PARTYMOBILE","PARTYNEXTDOOR"
"59","?","XXXTENTACION"
"60","Free Spirit","Khalid"
"61","Everlasting Country","Upchurch"
"62","Hamilton: An American Musical","Original Broadway Cast"
"63","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"64","1","The Beatles"
"65","Collection One","SAINt JHN"
"66","Thank U, Next","Ariana Grande"
"67","Pray For Paris","Westside Gunn"
"68","ADHD","Joyner Lucas"
"69","÷ (Divide)","Ed Sheeran"
"70","Journey's Greatest Hits","Journey"
"71","American Teen","Khalid"
"72","Indigo","Chris Brown"
"73","Traveller","Chris Stapleton"
"74","Moana","Soundtrack"
"75","Rumours","Fleetwood Mac"
"76","Sweet Action","Jack Harlow"
"77","Luv Is Rage 2","Lil Uzi Vert"
"78","Perfect Ten","Mustard"
"79","Melly vs. Melvin","YNW Melly"
"80","No.6 Collaborations Project","Ed Sheeran"
"81","GIRL","Maren Morris"
"82","Invasion Of Privacy","Cardi B"
"83","True 2 Myself","Lil Tjay"
"84","The Essential Billy Joel","Billy Joel"
"85","7 (EP)","Lil Nas X"
"86","PTSD","G Herbo"
"87","The New Abnormal","The Strokes"
"88","Experiment","Kane Brown"
"89","The Greatest Showman","Soundtrack"
"90","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"91","The Kids Are Coming (EP)","Tones And I"
"92","Enterfear","Tech N9ne"
"93","Greatest Hits","2Pac"
"94","Greatest Hits","Tom Petty And The Heartbreakers"
"95","C A L M","5 Seconds Of Summer"
"96","Circles","Mac Miller"
"97","Take Care","Drake"
"98","Abbey Road","The Beatles"
"99","Verminous","The Black Dahlia Murder"
"100","Old Dominion","Old Dominion"
"101","DAMN.","Kendrick Lamar"
"102","Dan + Shay","Dan + Shay"
"103","The Search","NF"
"104","Time Served","Moneybagg Yo"
"105","Starboy","The Weeknd"
"106","Look Up Child","Lauren Daigle"
"107","Beauty Behind The Madness","The Weeknd"
"108","Shawn Mendes","Shawn Mendes"
"109","kelsea","Kelsea Ballerini"
"110","Most Hated","Fredo Bang"
"111","Hoodie SZN","A Boogie Wit da Hoodie"
"112","Frozen","Soundtrack"
"113","Views","Drake"
"114","Baby On Baby","DaBaby"
"115","Back In Black","AC/DC"
"116","Colores","J Balvin"
"117","17","XXXTENTACION"
"118","Blonde","Frank Ocean"
"119","Appetite For Destruction","Guns N' Roses"
"120","Birds In The Trap Sing McKnight","Travis Scott"
"121","Greatest Hits","The Notorious B.I.G."
"122","The Essential Michael Jackson","Michael Jackson"
"123","Golden Hour","Kacey Musgraves"
"124","Where The Light Is","Surfaces"
"125","~how i'm feeling~","Lauv"
"126","2014 Forest Hills Drive","J. Cole"
"127","Nicotine","Trevor Daniel"
"128","Kane Brown","Kane Brown"
"129","More Life","Drake"
"130","All Time Greatest Hits","Lynyrd Skynyrd"
"131","good kid, m.A.A.d city","Kendrick Lamar"
"132","Die Lit","Playboi Carti"
"133","Evolve","Imagine Dragons"
"134","Center Point Road","Thomas Rhett"
"135","We Love You Tecca","Lil Tecca"
"136","1989","Taylor Swift"
"137","Swimming","Mac Miller"
"138","Die A Legend","Polo G"
"139","Greatest Hits So Far...","Zac Brown Band"
