"rank","title","artist"
"1","Eternal Atake","Lil Uzi Vert"
"2","My Turn","Lil Baby"
"3","YHLQMDLG","Bad Bunny"
"4","Heartbreak Weather","Niall Horan"
"5","Chilombo","Jhene Aiko"
"6","Please Excuse Me For Being Antisocial","Roddy Ricch"
"7","Heaven Or Hell","Don Toliver"
"8","Hollywood's Bleeding","Post Malone"
"9","Changes","Justin Bieber"
"10","Frozen II","Soundtrack"
"11","MAP OF THE SOUL : 7","BTS"
"12","A Written Testimony","Jay Electronica"
"13","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"14","Music To Be Murdered By","Eminem"
"15","Fine Line","Harry Styles"
"16","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"17","Meet The Woo, V.2","Pop Smoke"
"18","Artist 2.0","A Boogie Wit da Hoodie"
"19","Hot Pink","Doja Cat"
"20","What You See Is What You Get","Luke Combs"
"21","Suga","Megan Thee Stallion"
"22","KIRK","DaBaby"
"23","beerbongs & bentleys","Post Malone"
"24","BOSS MAN","Rich The Kid"
"25","Manic","Halsey"
"26","Ghetto Gospel","Rod Wave"
"27","A Love Letter To You 4","Trippie Redd"
"28","Lover","Taylor Swift"
"29","This One's For You","Luke Combs"
"30","Goodbye & Good Riddance","Juice WRLD"
"31","Over It","Summer Walker"
"32","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"33","PTSD","G Herbo"
"34","AI YoungBoy 2","YoungBoy Never Broke Again"
"35","Melly vs. Melvin","YNW Melly"
"36","Sweet Action","Jack Harlow"
"37","Greatest Hits","Queen"
"38","Scorpion","Drake"
"39","Dont Smile At Me","Billie Eilish"
"40","Stoney","Post Malone"
"41","Cuz I Love You","Lizzo"
"42","Death Race For Love","Juice WRLD"
"43","Romance","Camila Cabello"
"44","If I Know Me","Morgan Wallen"
"45","So Much Fun","Young Thug"
"46","JACKBOYS","JACKBOYS"
"47","NCT #127: Neo Zone, The 2nd Album","NCT 127"
"48","ASTROWORLD","Travis Scott"
"49","~how i'm feeling~","Lauv"
"50","Certified Hitmaker","Lil Mosey"
"51","?","XXXTENTACION"
"52","The Kids Are Coming (EP)","Tones And I"
"53","Indigo","Chris Brown"
"54","Diamonds","Elton John"
"55","Free Spirit","Khalid"
"56","Circles","Mac Miller"
"57","Luv Is Rage 2","Lil Uzi Vert"
"58","No.6 Collaborations Project","Ed Sheeran"
"59","Fully Loaded: God's Country","Blake Shelton"
"60","Rare","Selena Gomez"
"61","Time Served","Moneybagg Yo"
"62","Perfect Ten","Mustard"
"63","Thank U, Next","Ariana Grande"
"64","Find The Beat","Blueface"
"65","7 (EP)","Lil Nas X"
"66","÷ (Divide)","Ed Sheeran"
"67","Hamilton: An American Musical","Original Broadway Cast"
"68","Funeral","Lil Wayne"
"69","1","The Beatles"
"70","Experiment","Kane Brown"
"71","Legend: The Best Of...","Bob Marley And The Wailers"
"72","American Teen","Khalid"
"73","Ordinary Man","Ozzy Osbourne"
"74","True 2 Myself","Lil Tjay"
"75","American Standard","James Taylor"
"76","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"77","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"78","Traveller","Chris Stapleton"
"79","Journey's Greatest Hits","Journey"
"80","Rumours","Fleetwood Mac"
"81","Shawn Mendes","Shawn Mendes"
"82","Invasion Of Privacy","Cardi B"
"83","The Search","NF"
"84","GIRL","Maren Morris"
"85","Moana","Soundtrack"
"86","Baby On Baby","DaBaby"
"87","Starboy","The Weeknd"
"88","Chixtape 5","Tory Lanez"
"89","The Slow Rush","Tame Impala"
"90","Hoodie SZN","A Boogie Wit da Hoodie"
"91","Beauty Behind The Madness","The Weeknd"
"92","Frozen","Soundtrack"
"93","Dan + Shay","Dan + Shay"
"94","Healer","Grouplove"
"95","The Essential Billy Joel","Billy Joel"
"96","DAMN.","Kendrick Lamar"
"97","A Beautiful Disaster","Jelly Roll"
"98","Homesick (EP)","Trevor Daniel"
"99","ZOMBIES 2","Soundtrack"
"100","Take Care","Drake"
"101","We Love You Tecca","Lil Tecca"
"102","Abbey Road","The Beatles"
"103","Look Up Child","Lauren Daigle"
"104","F8","Five Finger Death Punch"
"105","Old Dominion","Old Dominion"
"106","Greatest Hits","2Pac"
"107","Greatest Hits","Tom Petty And The Heartbreakers"
"108","17","XXXTENTACION"
"109","The Greatest Showman","Soundtrack"
"110","TROLLS: World Tour","Soundtrack"
"111","Views","Drake"
"112","Ignatius","Jadakiss"
"113","Die A Legend","Polo G"
"114","Evolve","Imagine Dragons"
"115","I'm Him","Kevin Gates"
"116","2014 Forest Hills Drive","J. Cole"
"117","SHAKE THE SNOW GLOBE","Russ"
"118","Happiness Begins","Jonas Brothers"
"119","X 100PRE","Bad Bunny"
"120","Back In Black","AC/DC"
"121","good kid, m.A.A.d city","Kendrick Lamar"
"122","1989","Taylor Swift"
"123","Championships","Meek Mill"
"124","The Eminem Show","Eminem"
"125","Where The Light Is","Surfaces"
"126","Quality Control: Control The Streets, Volume 2","Various Artists"
"127","Drip Harder","Lil Baby & Gunna"
"128","Kane Brown","Kane Brown"
"129","More Life","Drake"
"130","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"131","Center Point Road","Thomas Rhett"
"132","Greatest Hits","The Notorious B.I.G."
"133","Birds In The Trap Sing McKnight","Travis Scott"
"134","Victory Lap","Nipsey Hussle"
"135","The Essential Michael Jackson","Michael Jackson"
"136","Dropped Outta College","24kGoldn"
"137","Doo-Wops & Hooligans","Bruno Mars"
"138","Stella & Steve (EP)","BENEE"
"139","IGOR","Tyler, The Creator"
"140","9","Jason Aldean"
"141","Birds Of Prey: The Album","Soundtrack"
"142","35 Biggest Hits","Tim McGraw"
"143","H.E.R.","H.E.R."
"144","Perception","NF"
"145","Greatest Hits","Red Hot Chili Peppers"
"146","Greatest Hits So Far...","Zac Brown Band"
"147","Appetite For Destruction","Guns N' Roses"
"148","Their Greatest Hits 1971-1975","Eagles"
"149","Cosmic","Bazzi"
"150","Ctrl","SZA"
"151","Life's A Trip","Trippie Redd"
"152","Blurryface","twenty one pilots"
"153","Ella Mai","Ella Mai"
"154","Nevermind","Nirvana"
"155","Underneath","Code Orange"
"156","I Am > I Was","21 Savage"
"157","Feed Tha Streets II","Roddy Ricch"
"158","Swimming","Mac Miller"
"159","Currents","Tame Impala"
"160","21","Adele"
"161","A Decade Of Destruction","Five Finger Death Punch"
"162","Night Visions","Imagine Dragons"
"163","Untrapped","Yo Gotti"
"164","In The Lonely Hour","Sam Smith"
"165","Different 'Round Here","Riley Green"
"166","The Very Best Of Daryl Hall  John Oates","Daryl Hall John Oates"
"167","Nothing Was The Same","Drake"
"168","Levon James","King Von"
"169","Blonde","Frank Ocean"
"170","reputation","Taylor Swift"
"171","x","Ed Sheeran"
"172","The Essential Elvis Presley","Elvis Presley"
"173","Ultimate Sinatra","Frank Sinatra"
"174","Thriller","Michael Jackson"
"175","ANTI","Rihanna"
"176","Until Death Call My Name","YoungBoy Never Broke Again"
"177","T R A P S O U L","Bryson Tiller"
"178","Sounds Of Summer: The Very Best Of The Beach Boys","The Beach Boys"
"179","Rearview Town","Jason Aldean"
"180","Love Yourself: Answer","BTS"
"181","GINGER","BrockHampton"
"182","Pray For The Wicked","Panic! At The Disco"
"183","Curtain Call: The Hits=","Eminem"
"184","Harder Than Ever","Lil Baby"
"185","Home State","Jordan Davis"
"186","Sweetener","Ariana Grande"
"187","Greatest Hits","Bob Seger & The Silver Bullet Band"
"188","Reloaded: 20 #1 Hits","Blake Shelton"
"189","California Sunrise","Jon Pardi"
"190","Greatest Hits: The Ultimate Collection","Bon Jovi"
"191","BALLADS 1","Joji"
"192","Fuck The World","Brent Faiyaz"
"193","50 Number Ones","George Strait"
"194","Metallica","Metallica"
"195","I Am...Sasha Fierce","Beyonce"
"196","Can't Say I Ain't Country","Florida Georgia Line"
"197","Golden Hour","Kacey Musgraves"
"198","Born To Die","Lana Del Rey"
"199","The Beatles [White Album]","The Beatles"
"200","EVERYBODY'S EVERYTHING","Lil Peep"
