"rank","title","artist"
"1","38 Baby 2","YoungBoy Never Broke Again"
"2","BLAME IT ON BABY","DaBaby"
"3","Eternal Atake","Lil Uzi Vert"
"4","After Hours","The Weeknd"
"5","My Turn","Lil Baby"
"6","Hollywood's Bleeding","Post Malone"
"7","YHLQMDLG","Bad Bunny"
"8","Please Excuse Me For Being Antisocial","Roddy Ricch"
"9","ASTROWORLD","Travis Scott"
"10","Suga","Megan Thee Stallion"
"11","Pray 4 Love","Rod Wave"
"12","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"13","What You See Is What You Get","Luke Combs"
"14","Afterburner","Dance Gavin Dance"
"15","Future Nostalgia","Dua Lipa"
"16","Chilombo","Jhene Aiko"
"17","Fine Line","Harry Styles"
"18","Changes","Justin Bieber"
"19","Hot Pink","Doja Cat"
"20","Frozen II","Soundtrack"
"21","This One's For You","Luke Combs"
"22","If I Know Me","Morgan Wallen"
"23","The New Toronto 3","Tory Lanez"
"24","Goodbye & Good Riddance","Juice WRLD"
"25","beerbongs & bentleys","Post Malone"
"26","SOUTHSIDE","Sam Hunt"
"27","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"28","Over It","Summer Walker"
"29","Kiss 5","K Camp"
"30","Greatest Hits","Queen"
"31","JACKBOYS","JACKBOYS"
"32","Lover","Taylor Swift"
"33","Meet The Woo, V.2","Pop Smoke"
"34","Death Race For Love","Juice WRLD"
"35","What The Dead Men Say","Trivium"
"36","MAP OF THE SOUL : 7","BTS"
"37","Scorpion","Drake"
"38","Ghetto Gospel","Rod Wave"
"39","Manic","Halsey"
"40","KIRK","DaBaby"
"41","Fully Loaded: God's Country","Blake Shelton"
"42","TROLLS: World Tour","Soundtrack"
"43","It Was Divine","Alina Baraz"
"44","Birds In The Trap Sing McKnight","Travis Scott"
"45","Dont Smile At Me","Billie Eilish"
"46","Music To Be Murdered By","Eminem"
"47","Stoney","Post Malone"
"48","Heaven Or Hell","Don Toliver"
"49","Diamonds","Elton John"
"50","Certified Hitmaker","Lil Mosey"
"51","Cuz I Love You","Lizzo"
"52","Artist 2.0","A Boogie Wit da Hoodie"
"53","AI YoungBoy 2","YoungBoy Never Broke Again"
"54","Legend: The Best Of...","Bob Marley And The Wailers"
"55","So Much Fun","Young Thug"
"56","A Love Letter To You 4","Trippie Redd"
"57","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"58","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"59","The Saga Of Wiz Khalifa","Wiz Khalifa"
"60","Free Spirit","Khalid"
"61","?","XXXTENTACION"
"62","Rare","Selena Gomez"
