"rank","title","artist"
"1","MAP OF THE SOUL : 7","BTS"
"2","Still Flexin, Still Steppin","YoungBoy Never Broke Again"
"3","Ordinary Man","Ozzy Osbourne"
"4","Changes","Justin Bieber"
"5","Please Excuse Me For Being Antisocial","Roddy Ricch"
"6","Artist 2.0","A Boogie Wit da Hoodie"
"7","Hollywood's Bleeding","Post Malone"
"8","Meet The Woo, V.2","Pop Smoke"
"9","A Love Letter To You 4","Trippie Redd"
"10","When We All Fall Asleep, Where Do We Go?","Billie Eilish"
"11","Music To Be Murdered By","Eminem"
"12","Frozen II","Soundtrack"
"13","Fine Line","Harry Styles"
"14","KIRK","DaBaby"
"15","Manic","Halsey"
"16","Lover","Taylor Swift"
"17","The Slow Rush","Tame Impala"
"18","What You See Is What You Get","Luke Combs"
"19","JACKBOYS","JACKBOYS"
"20","Over It","Summer Walker"
"21","beerbongs & bentleys","Post Malone"
"22","Cuz I Love You","Lizzo"
"23","AI YoungBoy 2","YoungBoy Never Broke Again"
"24","Funeral","Lil Wayne"
"25","Divinely Uninspired To A Hellish Extent","Lewis Capaldi"
"26","So Much Fun","Young Thug"
"27","Ghetto Gospel","Rod Wave"
"28","Goodbye & Good Riddance","Juice WRLD"
"29","Hot Pink","Doja Cat"
"30","This One's For You","Luke Combs"
"31","Dont Smile At Me","Billie Eilish"
"32","Miss Anthropocene","Grimes"
"33","Romance","Camila Cabello"
"34","Death Race For Love","Juice WRLD"
"35","Greatest Hits","Queen"
"36","Scorpion","Drake"
"37","ASTROWORLD","Travis Scott"
"38","The Kids Are Coming (EP)","Tones And I"
"39","Rare","Selena Gomez"
"40","Time Served","Moneybagg Yo"
"41","Stoney","Post Malone"
"42","No.6 Collaborations Project","Ed Sheeran"
"43","Indigo","Chris Brown"
"44","If I Know Me","Morgan Wallen"
"45","Perfect Ten","Mustard"
"46","Diamonds","Elton John"
"47","Certified Hitmaker","Lil Mosey"
"48","Free Spirit","Khalid"
"49","Circles","Mac Miller"
"50","Fully Loaded: God's Country","Blake Shelton"
"51","7 (EP)","Lil Nas X"
"52","Thank U, Next","Ariana Grande"
"53","?","XXXTENTACION"
"54","Dreamville & J. Cole: Revenge Of The Dreamers III","Various Artists"
"55","Hamilton: An American Musical","Original Broadway Cast"
"56","True 2 Myself","Lil Tjay"
"57","ZOMBIES 2","Soundtrack"
"58","The Allegory","Royce da 5'9"""
"59","÷ (Divide)","Ed Sheeran"
"60","Everyone Loves You... Once You Leave Them","The Amity Affliction"
"61","Curtain Call: The Hits=","Eminem"
"62","Starboy","The Weeknd"
"63","American Teen","Khalid"
"64","Melly vs. Melvin","YNW Melly"
"65","Baby On Baby","DaBaby"
"66","Experiment","Kane Brown"
"67","Hoodie SZN","A Boogie Wit da Hoodie"
"68","Luv Is Rage 2","Lil Uzi Vert"
"69","The Search","NF"
"70","Chronicle The 20 Greatest Hits","Creedence Clearwater Revival"
"71","Shawn Mendes","Shawn Mendes"
"72","Legend: The Best Of...","Bob Marley And The Wailers"
"73","GIRL","Maren Morris"
"74","Look Up Child","Lauren Daigle"
"75","We Love You Tecca","Lil Tecca"
"76","Beauty Behind The Madness","The Weeknd"
"77","DAMN.","Kendrick Lamar"
"78","Traveller","Chris Stapleton"
"79","Invasion Of Privacy","Cardi B"
"80","Untrapped","Yo Gotti"
"81","Journey's Greatest Hits","Journey"
"82","Rumours","Fleetwood Mac"
"83","1","The Beatles"
"84","Man Alive!","King Krule"
"85","Dan + Shay","Dan + Shay"
"86","Happiness Begins","Jonas Brothers"
"87","Homesick (EP)","Trevor Daniel"
"88","SHAKE THE SNOW GLOBE","Russ"
"89","IGOR","Tyler, The Creator"
"90","Take Care","Drake"
"91","Greatest Hits","2Pac"
"92","From This Place","Pat Metheny"
"93","Abbey Road","The Beatles"
"94","Championships","Meek Mill"
"95","Quality Control: Control The Streets, Volume 2","Various Artists"
"96","Die A Legend","Polo G"
"97","X 100PRE","Bad Bunny"
"98","Moana","Soundtrack"
"99","Fuck The World","Brent Faiyaz"
"100","Old Dominion","Old Dominion"
"101","Frozen","Soundtrack"
"102","2014 Forest Hills Drive","J. Cole"
"103","The Greatest Showman","Soundtrack"
"104","Yellow Tape","Key Glock"
"105","Meet The Woo, V. 1 Mixtape","Pop Smoke"
"106","Views","Drake"
"107","Stop Staring At The Shadows","$uicideBoy$"
"108","good kid, m.A.A.d city","Kendrick Lamar"
"109","Anyways...","Young Nudy"
"110","17","XXXTENTACION"
"111","I'm Him","Kevin Gates"
"112","Greatest Hits","Tom Petty And The Heartbreakers"
"113","Drip Harder","Lil Baby & Gunna"
"114","1989","Taylor Swift"
"115","Evolve","Imagine Dragons"
"116","A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper"
"117","Birds Of Prey: The Album","Soundtrack"
"118","Victory Lap","Nipsey Hussle"
"119","Greatest Hits","The Notorious B.I.G."
"120","Back In Black","AC/DC"
"121","Birds In The Trap Sing McKnight","Travis Scott"
"122","9","Jason Aldean"
"123","More Life","Drake"
"124","Chixtape 5","Tory Lanez"
"125","Easy Money Baby","Myke Towers"
"126","The Essential Michael Jackson","Michael Jackson"
"127","Dropped Outta College","24kGoldn"
"128","Kane Brown","Kane Brown"
"129","Life's A Trip","Trippie Redd"
"130","Perception","NF"
"131","Ctrl","SZA"
"132","H.E.R.","H.E.R."
"133","Love Yourself: Answer","BTS"
"134","Center Point Road","Thomas Rhett"
"135","Greatest Hits","Bob Seger & The Silver Bullet Band"
